Category,input_text,target_text
Grammar,She don't like go to school on Mondays. (sample 11),She doesn't like going to school on Mondays. (sample 11)
Grammar,She don't like go to school on Mondays. (sample 12),She doesn't like going to school on Mondays. (sample 12)
Grammar,She don't like go to school on Mondays. (sample 13),She doesn't like going to school on Mondays. (sample 13)
Grammar,She don't like go to school on Mondays. (sample 14),She doesn't like going to school on Mondays. (sample 14)
Grammar,She don't like go to school on Mondays. (sample 15),She doesn't like going to school on Mondays. (sample 15)
Grammar,She don't like go to school on Mondays. (sample 16),She doesn't like going to school on Mondays. (sample 16)
Grammar,She don't like go to school on Mondays. (sample 17),She doesn't like going to school on Mondays. (sample 17)
Grammar,She don't like go to school on Mondays. (sample 18),She doesn't like going to school on Mondays. (sample 18)
Grammar,She don't like go to school on Mondays. (sample 19),She doesn't like going to school on Mondays. (sample 19)
Grammar,She don't like go to school on Mondays. (sample 20),She doesn't like going to school on Mondays. (sample 20)
Grammar,She don't like go to school on Mondays. (sample 21),She doesn't like going to school on Mondays. (sample 21)
Grammar,She don't like go to school on Mondays. (sample 22),She doesn't like going to school on Mondays. (sample 22)
Grammar,She don't like go to school on Mondays. (sample 23),She doesn't like going to school on Mondays. (sample 23)
Grammar,She don't like go to school on Mondays. (sample 24),She doesn't like going to school on Mondays. (sample 24)
Grammar,She don't like go to school on Mondays. (sample 25),She doesn't like going to school on Mondays. (sample 25)
Grammar,She don't like go to school on Mondays. (sample 26),She doesn't like going to school on Mondays. (sample 26)
Grammar,She don't like go to school on Mondays. (sample 27),She doesn't like going to school on Mondays. (sample 27)
Grammar,She don't like go to school on Mondays. (sample 28),She doesn't like going to school on Mondays. (sample 28)
Grammar,She don't like go to school on Mondays. (sample 29),She doesn't like going to school on Mondays. (sample 29)
Grammar,She don't like go to school on Mondays. (sample 30),She doesn't like going to school on Mondays. (sample 30)
Grammar,She don't like go to school on Mondays. (sample 31),She doesn't like going to school on Mondays. (sample 31)
Grammar,She don't like go to school on Mondays. (sample 32),She doesn't like going to school on Mondays. (sample 32)
Grammar,She don't like go to school on Mondays. (sample 33),She doesn't like going to school on Mondays. (sample 33)
Grammar,She don't like go to school on Mondays. (sample 34),She doesn't like going to school on Mondays. (sample 34)
Grammar,She don't like go to school on Mondays. (sample 35),She doesn't like going to school on Mondays. (sample 35)
Grammar,She don't like go to school on Mondays. (sample 36),She doesn't like going to school on Mondays. (sample 36)
Grammar,She don't like go to school on Mondays. (sample 37),She doesn't like going to school on Mondays. (sample 37)
Grammar,She don't like go to school on Mondays. (sample 38),She doesn't like going to school on Mondays. (sample 38)
Grammar,She don't like go to school on Mondays. (sample 39),She doesn't like going to school on Mondays. (sample 39)
Grammar,She don't like go to school on Mondays. (sample 40),She doesn't like going to school on Mondays. (sample 40)
Grammar,She don't like go to school on Mondays. (sample 41),She doesn't like going to school on Mondays. (sample 41)
Grammar,She don't like go to school on Mondays. (sample 42),She doesn't like going to school on Mondays. (sample 42)
Grammar,She don't like go to school on Mondays. (sample 43),She doesn't like going to school on Mondays. (sample 43)
Grammar,She don't like go to school on Mondays. (sample 44),She doesn't like going to school on Mondays. (sample 44)
Grammar,She don't like go to school on Mondays. (sample 45),She doesn't like going to school on Mondays. (sample 45)
Grammar,She don't like go to school on Mondays. (sample 46),She doesn't like going to school on Mondays. (sample 46)
Grammar,She don't like go to school on Mondays. (sample 47),She doesn't like going to school on Mondays. (sample 47)
Grammar,She don't like go to school on Mondays. (sample 48),She doesn't like going to school on Mondays. (sample 48)
Grammar,She don't like go to school on Mondays. (sample 49),She doesn't like going to school on Mondays. (sample 49)
Grammar,She don't like go to school on Mondays. (sample 50),She doesn't like going to school on Mondays. (sample 50)
Grammar,She don't like go to school on Mondays. (sample 51),She doesn't like going to school on Mondays. (sample 51)
Grammar,She don't like go to school on Mondays. (sample 52),She doesn't like going to school on Mondays. (sample 52)
Grammar,She don't like go to school on Mondays. (sample 53),She doesn't like going to school on Mondays. (sample 53)
Grammar,She don't like go to school on Mondays. (sample 54),She doesn't like going to school on Mondays. (sample 54)
Grammar,She don't like go to school on Mondays. (sample 55),She doesn't like going to school on Mondays. (sample 55)
Grammar,She don't like go to school on Mondays. (sample 56),She doesn't like going to school on Mondays. (sample 56)
Grammar,She don't like go to school on Mondays. (sample 57),She doesn't like going to school on Mondays. (sample 57)
Grammar,She don't like go to school on Mondays. (sample 58),She doesn't like going to school on Mondays. (sample 58)
Grammar,She don't like go to school on Mondays. (sample 59),She doesn't like going to school on Mondays. (sample 59)
Grammar,She don't like go to school on Mondays. (sample 60),She doesn't like going to school on Mondays. (sample 60)
Grammar,She don't like go to school on Mondays. (sample 61),She doesn't like going to school on Mondays. (sample 61)
Grammar,She don't like go to school on Mondays. (sample 62),She doesn't like going to school on Mondays. (sample 62)
Grammar,She don't like go to school on Mondays. (sample 63),She doesn't like going to school on Mondays. (sample 63)
Grammar,She don't like go to school on Mondays. (sample 64),She doesn't like going to school on Mondays. (sample 64)
Grammar,She don't like go to school on Mondays. (sample 65),She doesn't like going to school on Mondays. (sample 65)
Grammar,She don't like go to school on Mondays. (sample 66),She doesn't like going to school on Mondays. (sample 66)
Grammar,She don't like go to school on Mondays. (sample 67),She doesn't like going to school on Mondays. (sample 67)
Grammar,She don't like go to school on Mondays. (sample 68),She doesn't like going to school on Mondays. (sample 68)
Grammar,She don't like go to school on Mondays. (sample 69),She doesn't like going to school on Mondays. (sample 69)
Grammar,She don't like go to school on Mondays. (sample 70),She doesn't like going to school on Mondays. (sample 70)
Grammar,She don't like go to school on Mondays. (sample 71),She doesn't like going to school on Mondays. (sample 71)
Grammar,She don't like go to school on Mondays. (sample 72),She doesn't like going to school on Mondays. (sample 72)
Grammar,She don't like go to school on Mondays. (sample 73),She doesn't like going to school on Mondays. (sample 73)
Grammar,She don't like go to school on Mondays. (sample 74),She doesn't like going to school on Mondays. (sample 74)
Grammar,She don't like go to school on Mondays. (sample 75),She doesn't like going to school on Mondays. (sample 75)
Grammar,She don't like go to school on Mondays. (sample 76),She doesn't like going to school on Mondays. (sample 76)
Grammar,She don't like go to school on Mondays. (sample 77),She doesn't like going to school on Mondays. (sample 77)
Grammar,She don't like go to school on Mondays. (sample 78),She doesn't like going to school on Mondays. (sample 78)
Grammar,She don't like go to school on Mondays. (sample 79),She doesn't like going to school on Mondays. (sample 79)
Grammar,She don't like go to school on Mondays. (sample 80),She doesn't like going to school on Mondays. (sample 80)
Grammar,She don't like go to school on Mondays. (sample 81),She doesn't like going to school on Mondays. (sample 81)
Grammar,She don't like go to school on Mondays. (sample 82),She doesn't like going to school on Mondays. (sample 82)
Grammar,She don't like go to school on Mondays. (sample 83),She doesn't like going to school on Mondays. (sample 83)
Grammar,She don't like go to school on Mondays. (sample 84),She doesn't like going to school on Mondays. (sample 84)
Grammar,She don't like go to school on Mondays. (sample 85),She doesn't like going to school on Mondays. (sample 85)
Grammar,She don't like go to school on Mondays. (sample 86),She doesn't like going to school on Mondays. (sample 86)
Grammar,She don't like go to school on Mondays. (sample 87),She doesn't like going to school on Mondays. (sample 87)
Grammar,She don't like go to school on Mondays. (sample 88),She doesn't like going to school on Mondays. (sample 88)
Grammar,She don't like go to school on Mondays. (sample 89),She doesn't like going to school on Mondays. (sample 89)
Grammar,She don't like go to school on Mondays. (sample 90),She doesn't like going to school on Mondays. (sample 90)
Grammar,She don't like go to school on Mondays. (sample 91),She doesn't like going to school on Mondays. (sample 91)
Grammar,She don't like go to school on Mondays. (sample 92),She doesn't like going to school on Mondays. (sample 92)
Grammar,She don't like go to school on Mondays. (sample 93),She doesn't like going to school on Mondays. (sample 93)
Grammar,She don't like go to school on Mondays. (sample 94),She doesn't like going to school on Mondays. (sample 94)
Grammar,She don't like go to school on Mondays. (sample 95),She doesn't like going to school on Mondays. (sample 95)
Grammar,She don't like go to school on Mondays. (sample 96),She doesn't like going to school on Mondays. (sample 96)
Grammar,She don't like go to school on Mondays. (sample 97),She doesn't like going to school on Mondays. (sample 97)
Grammar,She don't like go to school on Mondays. (sample 98),She doesn't like going to school on Mondays. (sample 98)
Grammar,She don't like go to school on Mondays. (sample 99),She doesn't like going to school on Mondays. (sample 99)
Grammar,She don't like go to school on Mondays. (sample 100),She doesn't like going to school on Mondays. (sample 100)
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 1),"The project we discussed yesterday, which needed several approvals, was started. (sample 1)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 2),"The project we discussed yesterday, which needed several approvals, was started. (sample 2)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 3),"The project we discussed yesterday, which needed several approvals, was started. (sample 3)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 4),"The project we discussed yesterday, which needed several approvals, was started. (sample 4)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 5),"The project we discussed yesterday, which needed several approvals, was started. (sample 5)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 6),"The project we discussed yesterday, which needed several approvals, was started. (sample 6)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 7),"The project we discussed yesterday, which needed several approvals, was started. (sample 7)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 8),"The project we discussed yesterday, which needed several approvals, was started. (sample 8)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 9),"The project we discussed yesterday, which needed several approvals, was started. (sample 9)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 10),"The project we discussed yesterday, which needed several approvals, was started. (sample 10)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 11),"The project we discussed yesterday, which needed several approvals, was started. (sample 11)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 12),"The project we discussed yesterday, which needed several approvals, was started. (sample 12)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 13),"The project we discussed yesterday, which needed several approvals, was started. (sample 13)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 14),"The project we discussed yesterday, which needed several approvals, was started. (sample 14)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 15),"The project we discussed yesterday, which needed several approvals, was started. (sample 15)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 16),"The project we discussed yesterday, which needed several approvals, was started. (sample 16)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 17),"The project we discussed yesterday, which needed several approvals, was started. (sample 17)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 18),"The project we discussed yesterday, which needed several approvals, was started. (sample 18)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 19),"The project we discussed yesterday, which needed several approvals, was started. (sample 19)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 20),"The project we discussed yesterday, which needed several approvals, was started. (sample 20)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 21),"The project we discussed yesterday, which needed several approvals, was started. (sample 21)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 22),"The project we discussed yesterday, which needed several approvals, was started. (sample 22)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 23),"The project we discussed yesterday, which needed several approvals, was started. (sample 23)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 24),"The project we discussed yesterday, which needed several approvals, was started. (sample 24)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 25),"The project we discussed yesterday, which needed several approvals, was started. (sample 25)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 26),"The project we discussed yesterday, which needed several approvals, was started. (sample 26)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 27),"The project we discussed yesterday, which needed several approvals, was started. (sample 27)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 28),"The project we discussed yesterday, which needed several approvals, was started. (sample 28)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 29),"The project we discussed yesterday, which needed several approvals, was started. (sample 29)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 30),"The project we discussed yesterday, which needed several approvals, was started. (sample 30)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 31),"The project we discussed yesterday, which needed several approvals, was started. (sample 31)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 32),"The project we discussed yesterday, which needed several approvals, was started. (sample 32)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 33),"The project we discussed yesterday, which needed several approvals, was started. (sample 33)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 34),"The project we discussed yesterday, which needed several approvals, was started. (sample 34)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 35),"The project we discussed yesterday, which needed several approvals, was started. (sample 35)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 36),"The project we discussed yesterday, which needed several approvals, was started. (sample 36)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 37),"The project we discussed yesterday, which needed several approvals, was started. (sample 37)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 38),"The project we discussed yesterday, which needed several approvals, was started. (sample 38)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 39),"The project we discussed yesterday, which needed several approvals, was started. (sample 39)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 40),"The project we discussed yesterday, which needed several approvals, was started. (sample 40)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 41),"The project we discussed yesterday, which needed several approvals, was started. (sample 41)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 42),"The project we discussed yesterday, which needed several approvals, was started. (sample 42)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 43),"The project we discussed yesterday, which needed several approvals, was started. (sample 43)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 44),"The project we discussed yesterday, which needed several approvals, was started. (sample 44)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 45),"The project we discussed yesterday, which needed several approvals, was started. (sample 45)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 46),"The project we discussed yesterday, which needed several approvals, was started. (sample 46)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 47),"The project we discussed yesterday, which needed several approvals, was started. (sample 47)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 48),"The project we discussed yesterday, which needed several approvals, was started. (sample 48)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 49),"The project we discussed yesterday, which needed several approvals, was started. (sample 49)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 50),"The project we discussed yesterday, which needed several approvals, was started. (sample 50)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 51),"The project we discussed yesterday, which needed several approvals, was started. (sample 51)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 52),"The project we discussed yesterday, which needed several approvals, was started. (sample 52)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 53),"The project we discussed yesterday, which needed several approvals, was started. (sample 53)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 54),"The project we discussed yesterday, which needed several approvals, was started. (sample 54)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 55),"The project we discussed yesterday, which needed several approvals, was started. (sample 55)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 56),"The project we discussed yesterday, which needed several approvals, was started. (sample 56)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 57),"The project we discussed yesterday, which needed several approvals, was started. (sample 57)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 58),"The project we discussed yesterday, which needed several approvals, was started. (sample 58)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 59),"The project we discussed yesterday, which needed several approvals, was started. (sample 59)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 60),"The project we discussed yesterday, which needed several approvals, was started. (sample 60)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 61),"The project we discussed yesterday, which needed several approvals, was started. (sample 61)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 62),"The project we discussed yesterday, which needed several approvals, was started. (sample 62)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 63),"The project we discussed yesterday, which needed several approvals, was started. (sample 63)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 64),"The project we discussed yesterday, which needed several approvals, was started. (sample 64)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 65),"The project we discussed yesterday, which needed several approvals, was started. (sample 65)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 66),"The project we discussed yesterday, which needed several approvals, was started. (sample 66)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 67),"The project we discussed yesterday, which needed several approvals, was started. (sample 67)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 68),"The project we discussed yesterday, which needed several approvals, was started. (sample 68)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 69),"The project we discussed yesterday, which needed several approvals, was started. (sample 69)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 70),"The project we discussed yesterday, which needed several approvals, was started. (sample 70)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 71),"The project we discussed yesterday, which needed several approvals, was started. (sample 71)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 72),"The project we discussed yesterday, which needed several approvals, was started. (sample 72)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 73),"The project we discussed yesterday, which needed several approvals, was started. (sample 73)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 74),"The project we discussed yesterday, which needed several approvals, was started. (sample 74)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 75),"The project we discussed yesterday, which needed several approvals, was started. (sample 75)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 76),"The project we discussed yesterday, which needed several approvals, was started. (sample 76)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 77),"The project we discussed yesterday, which needed several approvals, was started. (sample 77)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 78),"The project we discussed yesterday, which needed several approvals, was started. (sample 78)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 79),"The project we discussed yesterday, which needed several approvals, was started. (sample 79)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 80),"The project we discussed yesterday, which needed several approvals, was started. (sample 80)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 81),"The project we discussed yesterday, which needed several approvals, was started. (sample 81)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 82),"The project we discussed yesterday, which needed several approvals, was started. (sample 82)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 83),"The project we discussed yesterday, which needed several approvals, was started. (sample 83)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 84),"The project we discussed yesterday, which needed several approvals, was started. (sample 84)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 85),"The project we discussed yesterday, which needed several approvals, was started. (sample 85)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 86),"The project we discussed yesterday, which needed several approvals, was started. (sample 86)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 87),"The project we discussed yesterday, which needed several approvals, was started. (sample 87)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 88),"The project we discussed yesterday, which needed several approvals, was started. (sample 88)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 89),"The project we discussed yesterday, which needed several approvals, was started. (sample 89)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 90),"The project we discussed yesterday, which needed several approvals, was started. (sample 90)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 91),"The project we discussed yesterday, which needed several approvals, was started. (sample 91)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 92),"The project we discussed yesterday, which needed several approvals, was started. (sample 92)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 93),"The project we discussed yesterday, which needed several approvals, was started. (sample 93)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 94),"The project we discussed yesterday, which needed several approvals, was started. (sample 94)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 95),"The project we discussed yesterday, which needed several approvals, was started. (sample 95)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 96),"The project we discussed yesterday, which needed several approvals, was started. (sample 96)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 97),"The project we discussed yesterday, which needed several approvals, was started. (sample 97)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 98),"The project we discussed yesterday, which needed several approvals, was started. (sample 98)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 99),"The project we discussed yesterday, which needed several approvals, was started. (sample 99)"
Clarity,The project which we discussed about yesterday which had many parts and needed approvals was started. (sample 100),"The project we discussed yesterday, which needed several approvals, was started. (sample 100)"
Emotion,I can't help you. (sample 1),"I’m really sorry, but I’m unable to help you right now. (sample 1)"
Emotion,I can't help you. (sample 2),"I’m really sorry, but I’m unable to help you right now. (sample 2)"
Emotion,I can't help you. (sample 3),"I’m really sorry, but I’m unable to help you right now. (sample 3)"
Emotion,I can't help you. (sample 4),"I’m really sorry, but I’m unable to help you right now. (sample 4)"
Emotion,I can't help you. (sample 5),"I’m really sorry, but I’m unable to help you right now. (sample 5)"
Emotion,I can't help you. (sample 6),"I’m really sorry, but I’m unable to help you right now. (sample 6)"
Emotion,I can't help you. (sample 7),"I’m really sorry, but I’m unable to help you right now. (sample 7)"
Emotion,I can't help you. (sample 8),"I’m really sorry, but I’m unable to help you right now. (sample 8)"
Emotion,I can't help you. (sample 9),"I’m really sorry, but I’m unable to help you right now. (sample 9)"
Emotion,I can't help you. (sample 10),"I’m really sorry, but I’m unable to help you right now. (sample 10)"
Emotion,I can't help you. (sample 11),"I’m really sorry, but I’m unable to help you right now. (sample 11)"
Emotion,I can't help you. (sample 12),"I’m really sorry, but I’m unable to help you right now. (sample 12)"
Emotion,I can't help you. (sample 13),"I’m really sorry, but I’m unable to help you right now. (sample 13)"
Emotion,I can't help you. (sample 14),"I’m really sorry, but I’m unable to help you right now. (sample 14)"
Emotion,I can't help you. (sample 15),"I’m really sorry, but I’m unable to help you right now. (sample 15)"
Emotion,I can't help you. (sample 16),"I’m really sorry, but I’m unable to help you right now. (sample 16)"
Emotion,I can't help you. (sample 17),"I’m really sorry, but I’m unable to help you right now. (sample 17)"
Emotion,I can't help you. (sample 18),"I’m really sorry, but I’m unable to help you right now. (sample 18)"
Emotion,I can't help you. (sample 19),"I’m really sorry, but I’m unable to help you right now. (sample 19)"
Emotion,I can't help you. (sample 20),"I’m really sorry, but I’m unable to help you right now. (sample 20)"
Emotion,I can't help you. (sample 21),"I’m really sorry, but I’m unable to help you right now. (sample 21)"
Emotion,I can't help you. (sample 22),"I’m really sorry, but I’m unable to help you right now. (sample 22)"
Emotion,I can't help you. (sample 23),"I’m really sorry, but I’m unable to help you right now. (sample 23)"
Emotion,I can't help you. (sample 24),"I’m really sorry, but I’m unable to help you right now. (sample 24)"
Emotion,I can't help you. (sample 25),"I’m really sorry, but I’m unable to help you right now. (sample 25)"
Emotion,I can't help you. (sample 26),"I’m really sorry, but I’m unable to help you right now. (sample 26)"
Emotion,I can't help you. (sample 27),"I’m really sorry, but I’m unable to help you right now. (sample 27)"
Emotion,I can't help you. (sample 28),"I’m really sorry, but I’m unable to help you right now. (sample 28)"
Emotion,I can't help you. (sample 29),"I’m really sorry, but I’m unable to help you right now. (sample 29)"
Emotion,I can't help you. (sample 30),"I’m really sorry, but I’m unable to help you right now. (sample 30)"
Emotion,I can't help you. (sample 31),"I’m really sorry, but I’m unable to help you right now. (sample 31)"
Emotion,I can't help you. (sample 32),"I’m really sorry, but I’m unable to help you right now. (sample 32)"
Emotion,I can't help you. (sample 33),"I’m really sorry, but I’m unable to help you right now. (sample 33)"
Emotion,I can't help you. (sample 34),"I’m really sorry, but I’m unable to help you right now. (sample 34)"
Emotion,I can't help you. (sample 35),"I’m really sorry, but I’m unable to help you right now. (sample 35)"
Emotion,I can't help you. (sample 36),"I’m really sorry, but I’m unable to help you right now. (sample 36)"
Emotion,I can't help you. (sample 37),"I’m really sorry, but I’m unable to help you right now. (sample 37)"
Emotion,I can't help you. (sample 38),"I’m really sorry, but I’m unable to help you right now. (sample 38)"
Emotion,I can't help you. (sample 39),"I’m really sorry, but I’m unable to help you right now. (sample 39)"
Emotion,I can't help you. (sample 40),"I’m really sorry, but I’m unable to help you right now. (sample 40)"
Emotion,I can't help you. (sample 41),"I’m really sorry, but I’m unable to help you right now. (sample 41)"
Emotion,I can't help you. (sample 42),"I’m really sorry, but I’m unable to help you right now. (sample 42)"
Emotion,I can't help you. (sample 43),"I’m really sorry, but I’m unable to help you right now. (sample 43)"
